outcome,boundary_id,boundary_center_km,boundary_family,analysis_set,profile_comparison,estimate,standard_error,lower_95_ci,upper_95_ci,method,strict_valid
fire,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.0906737617819465,0.0301813309618353,,,fire_beta_binomial,FALSE
fire,outer_c+050,50,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.0123688372862229,0.031238691990643,,,fire_beta_binomial,FALSE
fire,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.0783049244957237,0.0317642401931397,,,fire_beta_binomial,FALSE
fire,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.099083064096709,0.032803006451165,,,fire_beta_binomial,FALSE
fire,outer_c+055,55,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.0948152053445774,0.033955439906511,,,fire_beta_binomial,FALSE
fire,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.00426785875213168,0.0345637183486058,,,fire_beta_binomial,FALSE
fire,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,0.0178951193269703,0.0534019884837048,-0.0867708548039138,0.122561093457854,fire_beta_binomial,TRUE
fire,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,-0.0597530294404213,0.055526673004953,-0.168583308711462,0.049077249830619,fire_beta_binomial,TRUE
fire,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,0.0776481487673916,0.0563382639928802,-0.0327728196101633,0.188069117144946,fire_beta_binomial,TRUE
tree_cover_loss,outer_c+015,15,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.782790487785151,0.19372582933364,-1.16248613615424,-0.403094839416062,sparse_two_stage_weighted,
tree_cover_loss,outer_c+015,15,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.0141604143357168,0.261200181532354,-0.526103362894455,0.497782534223022,sparse_two_stage_weighted,
tree_cover_loss,outer_c+015,15,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.768630073449434,0.268409296079956,-1.2947026268819,-0.242557520016972,sparse_two_stage_weighted,
agriculture,outer_c+015,15,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,0.486843927048269,0.455399380556405,-0.405722457424135,1.37941031152067,sparse_two_stage_weighted,
agriculture,outer_c+015,15,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,0.609798873942074,0.41877735980287,-0.210989668812323,1.43058741669647,sparse_two_stage_weighted,
agriculture,outer_c+015,15,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.122954946893805,0.576440317704971,-1.25275720883237,1.00684731504476,sparse_two_stage_weighted,
tree_cover_loss,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,-0.0244595924465097,0.220234216487951,-0.456110724926291,0.407191540033272,sparse_two_stage_weighted,
tree_cover_loss,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,0.525013650214508,0.271436763261549,-0.00699262985825266,1.05701993028727,sparse_two_stage_weighted,
tree_cover_loss,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,-0.549473242661017,0.28127676036707,-1.10076556266858,0.00181907734654307,sparse_two_stage_weighted,
agriculture,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,-0.198394739855906,0.278165049578287,-0.743588218787147,0.346798739075335,sparse_two_stage_weighted,
agriculture,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,-0.26595794556471,0.29479839334028,-0.843752179211932,0.311836288082512,sparse_two_stage_weighted,
agriculture,outer_c+020,20,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,0.0675632057088041,0.27969572841454,-0.48063034861339,0.615756760030998,sparse_two_stage_weighted,
tree_cover_loss,outer_c+025,25,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.116471257201828,0.334673642185234,-0.772419542459731,0.539477028056074,sparse_two_stage_weighted,
tree_cover_loss,outer_c+025,25,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,0.0169446302067163,0.375134259178103,-0.718305007149479,0.752194267562911,sparse_two_stage_weighted,
tree_cover_loss,outer_c+025,25,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.133415887408545,0.265988749135788,-0.654744256007548,0.387912481190459,sparse_two_stage_weighted,
agriculture,outer_c+025,25,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.298657714341659,0.41532288288627,-1.11267560675409,0.515360178070776,sparse_two_stage_weighted,
agriculture,outer_c+025,25,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.631344841025272,0.395195872233089,-1.40591451744102,0.143224835390475,sparse_two_stage_weighted,
agriculture,outer_c+025,25,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,0.332687126683612,0.530799891480287,-0.707661543615518,1.37303579698274,sparse_two_stage_weighted,
tree_cover_loss,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,0.15140916215879,0.329078655333161,-0.493573150375077,0.796391474692656,sparse_two_stage_weighted,
tree_cover_loss,outer_c+030,30,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.194587481199509,0.358601671189948,-0.897433841527683,0.508258879128664,sparse_two_stage_weighted,
tree_cover_loss,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,0.345996643358299,0.178095491715781,-0.00306410621358427,0.695057392930182,sparse_two_stage_weighted,
agriculture,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,0.459613626719356,0.29018244780964,-0.109133519933211,1.02836077337192,sparse_two_stage_weighted,
agriculture,outer_c+030,30,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.348888748699409,0.247185293640604,-0.833363021742951,0.135585524344133,sparse_two_stage_weighted,
agriculture,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,0.808502375418765,0.270552342825198,0.278229527548444,1.33877522328909,sparse_two_stage_weighted,
tree_cover_loss,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,0.740222019446801,0.204805604984932,0.338810409844398,1.1416336290492,sparse_two_stage_weighted,
tree_cover_loss,outer_c+035,35,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,0.0481753822528827,0.252063337614875,-0.445859681295232,0.542210445800997,sparse_two_stage_weighted,
tree_cover_loss,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,0.692046637193918,0.24505417121892,0.211749287343523,1.17234398704431,sparse_two_stage_weighted,
agriculture,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.0916013657942442,0.155360291148893,-0.396101941073731,0.212899209485243,sparse_two_stage_weighted,
agriculture,outer_c+035,35,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.109489315389717,0.19840539754528,-0.498356748916817,0.279378118137383,sparse_two_stage_weighted,
agriculture,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,0.017887949595473,0.137478799207626,-0.251565545489288,0.287341444680234,sparse_two_stage_weighted,
tree_cover_loss,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,0.125999711218493,0.176395374457325,-0.219728869757321,0.471728292194307,sparse_two_stage_weighted,
tree_cover_loss,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,-0.200252517065528,0.234543132257725,-0.659948609111883,0.259443574980826,sparse_two_stage_weighted,
tree_cover_loss,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,0.326252228284022,0.26891587734243,-0.200813206178132,0.853317662746175,sparse_two_stage_weighted,
agriculture,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,-0.37381302289078,0.286973186026263,-0.936270132030968,0.188644086249407,sparse_two_stage_weighted,
agriculture,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,-0.135738172517947,0.218353587012501,-0.563703338957582,0.292226993921689,sparse_two_stage_weighted,
agriculture,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,-0.238074850372834,0.279966525885478,-0.786799157985172,0.310649457239505,sparse_two_stage_weighted,
tree_cover_loss,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.572168991541994,0.259347739085385,-1.08048121962124,-0.0638567634627485,sparse_two_stage_weighted,
tree_cover_loss,outer_c+045,45,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.518330093748028,0.225598258875285,-0.960494556118531,-0.0761656313775261,sparse_two_stage_weighted,
tree_cover_loss,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.053838897793966,0.265564551172046,-0.574335853661721,0.466658058073788,sparse_two_stage_weighted,
agriculture,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.115134085659797,0.283710594464352,-0.671196632842375,0.440928461522782,sparse_two_stage_weighted,
agriculture,outer_c+045,45,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.115134751012937,0.235604087593993,-0.576910277307583,0.34664077528171,sparse_two_stage_weighted,
agriculture,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,6.65353140000269e-07,0.272502006758863,-0.534093453609122,0.534094784315402,sparse_two_stage_weighted,
tree_cover_loss,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.591728982950738,0.279037285753979,-1.13863201337235,-0.0448259525291275,sparse_two_stage_weighted,
tree_cover_loss,outer_c+050,50,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.365294677561372,0.320875725055783,-0.994199542183883,0.263610187061138,sparse_two_stage_weighted,
tree_cover_loss,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.226434305389365,0.316919464400546,-0.847585041614159,0.394716430835428,sparse_two_stage_weighted,
agriculture,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.201029914118534,0.257975641735703,-0.70665288080912,0.304593052572051,sparse_two_stage_weighted,
agriculture,outer_c+050,50,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,-0.111808933322578,0.237885416967456,-0.578055783026086,0.35443791638093,sparse_two_stage_weighted,
agriculture,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.0892209807959559,0.261212345988114,-0.601187771249875,0.422745809657963,sparse_two_stage_weighted,
tree_cover_loss,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.3329422186184,0.211247399396716,-0.746979513263712,0.0810950760269118,sparse_two_stage_weighted,
tree_cover_loss,outer_c+055,55,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,0.126719293845609,0.123377503016856,-0.115096168569911,0.368534756261128,sparse_two_stage_weighted,
tree_cover_loss,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.459661512464009,0.209159966716283,-0.869607514235519,-0.0497155106924978,sparse_two_stage_weighted,
agriculture,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Neither actor dominant,-0.365047950817029,0.298196166716329,-0.949501697908936,0.219405796274877,sparse_two_stage_weighted,
agriculture,outer_c+055,55,outer_pseudo,all_valid_outer,Militia dominant minus Neither actor dominant,0.096415766901378,0.258619908296118,-0.410469939044064,0.60330147284682,sparse_two_stage_weighted,
agriculture,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant minus Militia dominant,-0.461463717718408,0.283903487046886,-1.01790432741564,0.0949768919788226,sparse_two_stage_weighted,
tree_cover_loss,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,0.0282798970731286,0.218069349136123,-0.399128173365763,0.45568796751202,sparse_two_stage_weighted,
tree_cover_loss,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,0.407565482270049,0.249199036935377,-0.0808556551053563,0.895986619645454,sparse_two_stage_weighted,
tree_cover_loss,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,-0.37928558519692,0.282703774202394,-0.933374800927156,0.174803630533315,sparse_two_stage_weighted,
agriculture,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Neither actor dominant,0.255603918952815,0.1838393605008,-0.104714606569628,0.615922444475259,sparse_two_stage_weighted,
agriculture,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant minus Neither actor dominant,0.287447050038893,0.209432413516262,-0.12303293764828,0.697927037726066,sparse_two_stage_weighted,
agriculture,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant minus Militia dominant,-0.0318431310860776,0.190618644579538,-0.405448809243813,0.341762547071657,sparse_two_stage_weighted,
